actual_sentiment	id	predicted_sentiment
1	"6108_8"	1
1	"9447_8"	1
0	"7892_1"	0
1	"7124_8"	1
1	"6422_7"	0
1	"6100_10"	1
0	"3011_2"	0
1	"1496_10"	1
1	"3277_9"	1
1	"9973_8"	0
1	"4542_9"	1
1	"10188_8"	1
1	"11281_8"	1
1	"3180_8"	1
0	"12440_1"	0
1	"3861_10"	1
1	"7198_9"	1
0	"4962_1"	0
1	"2393_8"	1
1	"9944_9"	1
0	"9367_2"	0
0	"5924_4"	0
0	"1022_1"	0
0	"4684_1"	0
1	"3568_7"	1
1	"5865_9"	1
0	"11546_4"	1
1	"338_10"	1
0	"561_1"	0
0	"3467_1"	0
1	"4299_8"	1
1	"6519_8"	1
1	"11357_10"	0
1	"12062_10"	1
1	"11385_8"	1
1	"12080_8"	1
0	"11_3"	1
1	"7008_8"	1
0	"8162_4"	1
1	"9290_9"	1
1	"6835_10"	1
1	"1772_10"	1
1	"3129_10"	1
0	"1151_1"	0
0	"7492_1"	0
1	"5596_10"	1
1	"3578_7"	1
1	"2555_10"	0
0	"1228_2"	0
1	"1890_10"	1
0	"4973_1"	0
1	"877_8"	1
1	"9734_7"	1
0	"2475_3"	0
1	"436_10"	1
0	"3692_1"	0
0	"704_1"	1
1	"9421_10"	1
1	"7860_10"	1
0	"8697_2"	0
0	"5506_2"	1
0	"1298_3"	0
1	"2708_7"	0
1	"9311_10"	0
1	"8913_9"	1
1	"10956_9"	1
1	"5894_7"	1
0	"2963_1"	0
1	"3318_9"	1
0	"6300_4"	0
1	"1790_9"	1
0	"1041_1"	0
0	"4660_4"	0
1	"11141_10"	1
0	"7518_2"	0
1	"1571_10"	1
0	"2131_2"	0
0	"11088_4"	0
0	"10060_1"	0
1	"6828_10"	1
0	"4456_1"	0
0	"11959_2"	0
0	"9631_4"	0
1	"10304_7"	1
0	"3143_1"	0
0	"7516_3"	0
0	"11295_1"	0
0	"904_3"	1
0	"3123_2"	0
1	"3536_10"	1
1	"5327_10"	1
1	"9595_10"	1
1	"9288_8"	1
1	"7712_10"	1
1	"2860_9"	1
0	"8405_3"	0
0	"1285_1"	0
0	"7966_4"	0
1	"11732_7"	0
0	"5213_3"	0
1	"3563_8"	1
1	"9004_7"	1
1	"7696_8"	1
0	"7771_2"	0
1	"3838_7"	1
0	"4143_1"	0
1	"4073_10"	1
1	"381_10"	1
1	"9691_10"	1
1	"11355_8"	1
1	"10324_9"	1
1	"6936_7"	1
1	"4957_8"	1
0	"2527_2"	0
0	"4153_1"	0
0	"6845_1"	0
0	"6686_1"	0
1	"290_9"	1
1	"2049_7"	0
1	"4563_8"	1
1	"11384_7"	1
0	"4785_2"	0
0	"7634_2"	0
0	"12291_2"	0
1	"3869_9"	0
1	"4528_8"	1
0	"161_2"	0
0	"5034_4"	1
1	"10380_10"	0
1	"5478_9"	1
1	"7735_10"	1
1	"3211_7"	0
0	"386_4"	0
0	"6190_2"	0
1	"6609_8"	0
1	"10112_7"	0
1	"9591_10"	1
0	"3048_1"	0
0	"8662_1"	0
0	"2702_1"	0
0	"1809_1"	0
1	"10536_10"	0
1	"6802_9"	1
1	"6706_8"	1
0	"7829_1"	1
0	"9363_2"	0
0	"5012_4"	0
0	"7247_4"	0
0	"5850_4"	0
0	"247_3"	0
0	"2157_1"	0
1	"9120_10"	1
0	"6807_1"	0
0	"11334_1"	0
0	"3006_3"	0
1	"543_10"	1
1	"3370_9"	1
0	"12392_4"	1
1	"1681_7"	1
1	"1167_7"	0
1	"5843_10"	1
1	"11589_10"	1
0	"11895_1"	0
1	"4151_10"	1
1	"5146_9"	1
1	"5147_8"	1
0	"8385_1"	0
0	"5395_1"	0
1	"668_7"	1
0	"3858_1"	0
1	"552_8"	1
1	"11644_10"	0
1	"6084_8"	1
1	"438_9"	1
1	"4231_7"	1
1	"3602_7"	0
0	"3092_2"	0
0	"10121_3"	0
1	"9593_10"	1
0	"2638_1"	0
0	"12313_1"	0
1	"10165_7"	1
1	"4998_9"	1
0	"3969_1"	0
0	"6819_3"	0
1	"2181_10"	1
0	"9697_3"	0
0	"11970_4"	0
0	"7616_1"	0
1	"3935_9"	1
1	"111_10"	1
0	"9730_1"	0
0	"4468_1"	0
1	"605_8"	1
1	"12231_10"	1
0	"10094_1"	0
1	"1879_10"	1
0	"5274_3"	0
1	"514_10"	1
1	"11465_7"	1
0	"7305_2"	0
1	"11541_10"	1
1	"12483_9"	1
1	"9436_10"	1
0	"11062_2"	0
0	"7717_2"	0
0	"3172_2"	0
0	"1645_1"	0
1	"5741_10"	0
0	"7425_3"	0
1	"1715_8"	1
0	"940_1"	1
0	"6934_4"	0
1	"4988_7"	1
0	"810_1"	1
0	"4876_4"	0
0	"3456_4"	0
0	"6637_3"	0
0	"6365_1"	0
1	"2333_10"	1
0	"539_4"	1
0	"5976_3"	0
0	"8092_3"	1
0	"12142_1"	0
0	"604_1"	0
1	"9554_8"	0
1	"5145_10"	1
1	"11375_9"	1
0	"1814_1"	0
0	"11865_1"	0
1	"9182_10"	1
1	"2038_7"	1
1	"1679_9"	1
1	"7692_7"	1
1	"10871_7"	1
0	"2608_2"	0
1	"4972_9"	1
1	"1116_9"	1
0	"10008_2"	0
1	"2914_8"	1
1	"604_8"	1
0	"2955_1"	0
1	"865_9"	1
0	"1130_2"	0
0	"3988_4"	1
0	"10971_2"	0
1	"7092_8"	1
1	"3117_8"	1
1	"11068_9"	1
1	"9831_8"	1
0	"8017_3"	0
0	"2875_1"	0
0	"1916_1"	1
1	"5495_8"	0
0	"3440_1"	0
0	"5133_1"	0
0	"2041_2"	0
1	"8515_8"	0
0	"2611_3"	1
0	"11535_3"	0
1	"5476_8"	1
0	"12184_1"	0
1	"5732_7"	0
0	"4330_1"	0
1	"10689_8"	1
0	"10232_1"	0
1	"2852_7"	1
1	"8363_8"	1
0	"8947_2"	0
0	"9925_1"	0
0	"7153_3"	0
0	"9671_4"	1
0	"10162_3"	0
0	"4475_1"	0
0	"1985_1"	0
0	"10163_4"	1
0	"8058_1"	0
0	"7995_3"	0
0	"8675_3"	0
0	"144_2"	0
1	"7656_10"	1
1	"10384_10"	1
0	"9918_1"	0
1	"12343_7"	1
1	"6364_8"	1
1	"1179_9"	1
0	"4581_1"	0
0	"9973_4"	0
0	"10537_1"	1
0	"1227_4"	0
0	"4182_1"	0
0	"2868_1"	0
1	"4871_8"	1
0	"10360_3"	1
1	"4205_8"	1
1	"1390_9"	1
0	"8191_4"	0
1	"12057_10"	1
0	"12141_3"	0
1	"1734_7"	1
1	"9706_10"	1
1	"2219_10"	1
0	"8613_3"	0
0	"1206_4"	0
0	"11048_4"	1
0	"9974_3"	0
1	"1362_10"	0
0	"10697_4"	0
0	"1323_1"	0
0	"9395_2"	0
0	"5402_4"	0
1	"5026_8"	1
1	"3045_10"	0
0	"1655_2"	0
1	"2677_9"	1
0	"12164_1"	0
1	"11757_9"	1
0	"5562_2"	0
1	"5302_9"	1
0	"5138_1"	0
1	"7596_9"	0
1	"4595_10"	0
1	"1102_8"	1
1	"6762_9"	1
0	"698_3"	1
1	"8985_9"	1
1	"9781_8"	1
1	"10418_9"	1
0	"5675_2"	0
0	"6955_1"	0
1	"5912_7"	1
0	"1387_4"	0
0	"6044_4"	0
0	"1347_1"	1
1	"9473_10"	1
0	"4506_1"	0
1	"8547_10"	0
1	"3229_7"	1
0	"1191_1"	0
1	"6944_9"	1
0	"1570_2"	0
0	"2063_3"	0
1	"6212_9"	1
1	"1211_7"	1
1	"9254_7"	0
0	"7563_1"	0
0	"1204_4"	0
1	"11388_8"	0
1	"7508_7"	1
1	"11259_10"	1
1	"9952_8"	1
1	"1683_7"	0
0	"10875_2"	0
0	"5390_1"	0
1	"1975_7"	1
0	"4886_1"	0
1	"5493_10"	1
1	"4636_8"	1
0	"1014_2"	0
0	"4522_1"	1
1	"6287_10"	1
0	"10988_2"	1
0	"7178_1"	0
1	"7990_7"	1
0	"9286_1"	0
0	"9556_4"	0
1	"1183_8"	1
0	"12047_1"	0
1	"9548_10"	1
1	"2432_7"	1
1	"8246_9"	1
1	"8281_7"	0
0	"2511_4"	1
1	"4326_7"	0
0	"11840_4"	1
0	"11988_4"	0
1	"8819_10"	0
1	"1990_10"	1
1	"652_10"	1
0	"2802_1"	0
0	"1082_1"	0
1	"4580_8"	0
0	"9613_1"	0
1	"9506_8"	1
0	"4149_1"	0
1	"6904_8"	1
0	"5875_1"	0
1	"4740_8"	0
0	"2181_1"	0
0	"6836_3"	0
0	"3018_2"	0
0	"9742_2"	0
0	"435_2"	0
1	"6069_8"	1
0	"8570_2"	0
1	"12307_10"	1
1	"10371_8"	1
1	"8065_9"	1
0	"2466_3"	0
1	"7312_10"	0
1	"2483_7"	1
1	"11616_8"	1
1	"12117_7"	0
0	"9236_1"	0
1	"2391_10"	1
0	"2919_1"	1
0	"11376_2"	0
1	"10701_10"	1
1	"416_8"	1
1	"2382_7"	1
1	"2184_7"	0
0	"1360_4"	0
1	"1896_8"	1
0	"12169_1"	0
1	"3790_10"	1
1	"658_10"	1
1	"10663_8"	1
0	"3292_1"	0
1	"6674_9"	0
0	"8195_4"	1
1	"2600_10"	1
1	"10222_9"	1
1	"4321_8"	0
0	"9066_4"	1
1	"554_7"	1
0	"10227_1"	0
1	"7404_9"	1
0	"9602_3"	0
1	"829_7"	1
0	"1860_4"	0
1	"1272_7"	1
1	"1996_10"	1
0	"10233_1"	0
1	"9629_8"	0
1	"10268_9"	1
1	"10128_9"	1
0	"10221_3"	0
0	"4718_1"	1
0	"6864_3"	1
1	"12283_8"	0
0	"4902_4"	1
0	"11604_1"	0
1	"8495_8"	1
1	"7309_9"	1
0	"306_1"	0
1	"9039_10"	1
0	"10427_4"	0
0	"635_1"	1
1	"278_9"	1
0	"10916_3"	0
1	"11803_7"	0
0	"11282_2"	0
1	"10123_10"	1
0	"10635_1"	0
0	"5104_1"	0
0	"4208_3"	1
1	"8328_10"	1
0	"9887_2"	1
1	"10494_10"	1
0	"10505_2"	0
1	"3215_10"	1
1	"2446_10"	0
1	"8972_10"	1
0	"6873_1"	0
1	"11045_9"	1
0	"5167_3"	0
0	"5895_4"	0
1	"10087_10"	1
1	"3442_10"	1
1	"9818_7"	0
1	"8071_9"	1
1	"2645_8"	1
0	"9579_4"	0
0	"8111_3"	1
0	"11242_1"	0
1	"9812_7"	1
1	"12328_10"	1
0	"2531_4"	0
1	"11673_8"	1
1	"2278_10"	1
0	"7018_3"	1
0	"2455_2"	0
1	"12466_7"	1
0	"7427_3"	0
0	"9433_3"	0
1	"4457_8"	1
0	"419_2"	0
1	"9523_10"	1
1	"7669_8"	1
0	"5227_1"	0
1	"11148_9"	1
1	"9934_8"	1
1	"7434_7"	1
0	"5398_1"	0
1	"8565_7"	1
1	"12364_7"	1
0	"9881_1"	0
0	"11525_1"	0
1	"8586_8"	0
1	"10578_7"	1
1	"6784_8"	1
0	"2_1"	0
1	"10860_7"	1
0	"11268_1"	1
1	"10852_10"	1
1	"2149_10"	1
1	"4777_10"	1
1	"6086_8"	0
0	"9162_1"	1
0	"4077_1"	0
0	"2952_2"	0
0	"2740_1"	0
1	"8219_7"	1
1	"9615_9"	1
0	"11229_1"	0
0	"4768_4"	0
0	"4018_4"	0
0	"10786_3"	0
1	"12070_7"	1
0	"944_4"	0
0	"4204_4"	0
0	"3599_2"	0
1	"7194_7"	1
0	"6544_1"	0
1	"11360_7"	1
0	"4545_1"	0
0	"11621_4"	0
1	"9829_7"	0
0	"10240_1"	1
1	"1122_7"	0
1	"9916_7"	0
0	"11167_1"	0
1	"8802_7"	0
1	"3114_9"	1
1	"2264_9"	1
0	"4088_1"	0
1	"9628_8"	0
1	"11714_10"	1
1	"2204_10"	1
1	"4484_8"	1
0	"10501_4"	1
0	"12494_1"	0
0	"4940_1"	0
0	"8976_1"	0
0	"1519_1"	0
0	"8631_2"	0
1	"6738_7"	1
1	"10465_8"	0
0	"9851_1"	0
1	"6195_10"	1
1	"7120_9"	1
1	"2234_9"	1
0	"7266_1"	0
1	"9194_9"	1
1	"8645_8"	1
0	"7260_1"	0
1	"8897_10"	1
0	"3669_2"	0
0	"399_2"	0
1	"3220_10"	1
0	"11245_2"	0
0	"12359_1"	0
0	"9388_4"	1
0	"8132_3"	0
0	"6820_1"	1
0	"526_2"	1
1	"11583_10"	1
0	"7020_1"	0
1	"8352_9"	1
0	"11547_4"	1
1	"10271_10"	1
1	"7738_8"	1
1	"9712_10"	1
1	"12015_10"	0
0	"63_1"	0
0	"2838_2"	0
1	"7025_8"	1
1	"8965_8"	1
0	"815_2"	0
0	"7396_1"	0
0	"11339_1"	0
1	"1308_9"	0
0	"7362_3"	0
1	"1247_8"	1
1	"11568_7"	0
1	"1270_7"	1
1	"1828_8"	1
0	"3193_2"	0
1	"3543_10"	1
0	"6022_1"	1
1	"7068_8"	1
1	"10012_8"	1
1	"8117_8"	1
0	"689_1"	0
1	"10660_10"	0
0	"5574_4"	0
1	"9576_9"	1
0	"9091_1"	1
1	"7330_8"	1
1	"6087_9"	1
0	"922_1"	0
0	"2429_1"	0
0	"8504_1"	0
1	"1987_10"	0
0	"3509_4"	0
0	"10847_4"	0
1	"10247_10"	0
0	"4740_2"	0
1	"6948_10"	1
0	"7107_2"	0
1	"357_10"	1
1	"5275_10"	1
0	"1249_2"	0
0	"437_4"	0
0	"5086_4"	1
0	"787_4"	0
0	"9362_1"	0
0	"5616_3"	0
0	"11214_3"	0
1	"1502_10"	1
0	"933_2"	0
0	"10223_4"	1
1	"1093_8"	1
1	"9597_10"	1
1	"12462_7"	1
0	"3920_3"	0
0	"225_2"	0
0	"2073_1"	0
1	"2757_10"	1
0	"7695_2"	0
0	"4709_2"	0
1	"6461_10"	1
0	"11512_1"	0
0	"5894_4"	0
1	"7497_10"	1
0	"1945_3"	0
1	"5569_7"	1
1	"87_10"	1
1	"3470_8"	0
1	"2414_10"	1
0	"11234_3"	0
0	"8928_4"	0
1	"7812_8"	1
0	"10030_1"	0
1	"4439_8"	1
0	"7545_1"	0
1	"11599_8"	1
0	"4880_4"	1
1	"6049_8"	1
1	"10600_9"	1
0	"9135_2"	0
1	"8942_8"	1
1	"785_9"	1
1	"11945_9"	0
1	"7889_10"	1
0	"4022_1"	0
0	"3510_4"	0
1	"820_10"	1
1	"2347_10"	1
0	"10960_1"	0
0	"8483_1"	0
0	"3703_3"	0
1	"53_10"	1
0	"5708_1"	0
1	"6947_10"	1
1	"9989_9"	1
1	"9520_10"	1
0	"8009_1"	0
1	"11652_10"	1
0	"1908_3"	0
1	"2952_8"	1
0	"11739_4"	0
0	"7092_1"	0
0	"7948_4"	0
0	"9646_1"	0
0	"3728_1"	0
1	"2742_9"	1
1	"1068_10"	1
1	"3774_8"	1
0	"12213_4"	0
0	"10467_1"	0
0	"8518_2"	0
1	"4429_7"	1
0	"6133_1"	0
0	"3268_1"	0
1	"949_8"	1
0	"9017_3"	0
0	"2897_4"	0
0	"10520_2"	0
1	"1310_7"	1
0	"2645_3"	0
0	"12454_3"	0
1	"5439_10"	1
1	"7126_10"	1
0	"10438_4"	0
0	"3062_1"	0
1	"3205_8"	0
0	"5309_1"	0
1	"1784_10"	1
0	"1845_4"	1
1	"6340_10"	1
1	"9259_10"	1
1	"1794_7"	1
1	"306_10"	1
1	"5951_10"	1
1	"3016_10"	1
0	"4203_2"	0
1	"9793_7"	1
0	"1185_4"	0
0	"8525_2"	0
0	"8886_3"	0
1	"12475_10"	1
1	"4648_9"	1
1	"3233_10"	1
0	"429_3"	0
1	"10257_8"	1
0	"8644_1"	0
0	"8702_2"	0
0	"7066_1"	0
1	"6666_7"	1
0	"9573_1"	0
1	"6870_8"	0
0	"5806_4"	0
1	"3493_8"	1
0	"511_1"	0
0	"1330_1"	0
1	"2941_10"	1
0	"6032_2"	0
0	"12457_4"	0
0	"11588_1"	0
1	"4555_9"	1
1	"11623_8"	0
1	"4601_7"	0
1	"12187_9"	1
1	"12345_10"	1
0	"8286_1"	0
0	"1947_1"	0
0	"4180_3"	0
1	"6636_8"	0
1	"9517_10"	1
0	"5864_1"	0
0	"9189_1"	0
0	"8705_1"	0
1	"73_7"	1
1	"11146_8"	1
0	"1511_1"	0
1	"12091_8"	0
0	"11139_1"	0
0	"4915_4"	1
0	"12042_2"	1
1	"8481_8"	0
1	"10907_9"	1
1	"12090_9"	1
1	"9346_10"	1
1	"3087_10"	1
0	"5350_2"	0
0	"5181_3"	0
1	"3147_10"	1
0	"5288_1"	1
0	"1893_1"	0
0	"7947_2"	0
1	"10429_10"	1
0	"3225_3"	0
0	"8156_4"	1
0	"5161_1"	0
0	"10525_4"	1
0	"9166_1"	0
1	"412_8"	1
1	"773_7"	0
0	"2372_1"	0
1	"11307_10"	1
0	"10296_1"	0
0	"1820_4"	0
1	"5401_9"	1
0	"841_1"	0
0	"4230_2"	0
1	"11356_9"	0
0	"12053_3"	0
0	"10529_4"	0
0	"6538_4"	1
0	"5062_1"	0
0	"2546_1"	0
1	"12137_10"	1
1	"7273_8"	1
1	"7118_10"	1
0	"4388_2"	0
1	"10198_8"	1
1	"10066_10"	1
1	"1646_9"	1
0	"8291_1"	0
1	"9844_8"	1
0	"11116_4"	0
1	"3198_10"	1
1	"9131_9"	1
0	"2334_2"	1
0	"3003_2"	0
1	"3246_9"	0
0	"10311_3"	0
1	"6401_8"	0
0	"6483_1"	0
0	"7655_1"	0
1	"7904_8"	1
1	"2329_10"	1
0	"12293_3"	0
0	"5332_3"	0
1	"5356_8"	1
0	"7194_1"	0
1	"1215_10"	1
1	"9949_9"	0
1	"10092_8"	1
0	"3071_4"	0
1	"6915_9"	1
1	"7703_8"	1
1	"2772_7"	1
0	"3677_3"	1
0	"4084_1"	1
0	"4599_2"	0
0	"1543_1"	0
0	"11609_1"	0
1	"12428_8"	1
1	"1706_9"	0
1	"8221_9"	1
1	"12318_9"	1
1	"6353_10"	1
0	"7910_2"	0
1	"11785_10"	1
1	"967_7"	1
1	"10161_9"	1
1	"6507_10"	0
0	"12354_2"	0
0	"203_1"	0
1	"11799_8"	0
1	"6012_9"	1
0	"8749_1"	0
0	"6835_2"	0
0	"8851_1"	0
1	"4371_8"	1
1	"3354_10"	1
1	"979_8"	1
1	"3734_9"	1
1	"1643_10"	1
0	"7805_1"	0
1	"6313_9"	1
1	"5702_10"	1
0	"2918_3"	0
0	"9972_1"	0
1	"745_10"	1
0	"10291_4"	0
1	"3589_8"	1
1	"9344_8"	1
0	"3622_2"	0
0	"6171_4"	0
1	"7533_10"	1
1	"1977_10"	1
0	"1135_3"	0
0	"4529_4"	0
1	"4892_10"	1
1	"7661_10"	1
1	"10004_8"	1
0	"8373_1"	1
1	"11505_7"	1
1	"516_10"	1
1	"8906_8"	1
1	"4001_8"	1
1	"3676_8"	1
0	"223_1"	0
1	"8046_9"	1
1	"4401_9"	1
1	"10502_9"	1
0	"9412_3"	1
1	"9841_7"	1
0	"9692_2"	0
1	"7623_9"	1
0	"6855_4"	0
1	"10148_10"	1
1	"7184_7"	1
1	"10449_9"	1
1	"12439_8"	0
0	"7160_1"	0
0	"3671_4"	0
0	"9676_1"	0
1	"8409_8"	0
1	"9402_7"	1
0	"1491_2"	0
0	"9059_3"	0
1	"8402_10"	1
0	"5304_2"	0
1	"12192_7"	1
0	"893_2"	0
0	"8971_3"	0
1	"237_10"	1
0	"6801_4"	0
1	"7732_8"	1
0	"8145_1"	0
1	"7715_8"	1
0	"5933_2"	0
1	"1303_10"	1
1	"4980_8"	1
1	"10346_9"	1
0	"6484_1"	0
0	"6976_4"	1
0	"1364_4"	0
0	"4922_4"	0
1	"787_9"	1
0	"5159_2"	0
0	"2002_1"	0
0	"5829_3"	0
1	"4909_8"	0
0	"1691_4"	0
1	"11719_7"	0
0	"8158_2"	0
0	"3886_1"	0
0	"6541_4"	0
1	"7593_7"	1
0	"2457_2"	0
1	"2589_7"	1
0	"12041_1"	0
0	"7807_1"	0
0	"6916_2"	0
1	"9613_10"	1
1	"936_8"	1
1	"11894_10"	1
0	"746_1"	0
1	"8354_8"	1
0	"5973_1"	1
0	"1684_1"	0
1	"1841_7"	1
0	"2260_1"	0
1	"12365_7"	1
0	"11778_3"	1
0	"5225_4"	0
1	"8101_8"	1
0	"7640_2"	0
1	"8365_8"	0
1	"9370_7"	0
1	"2829_10"	0
1	"397_9"	1
1	"7725_10"	1
1	"9587_10"	1
1	"7553_10"	1
0	"1818_1"	0
1	"9971_10"	1
1	"5544_7"	1
1	"6965_7"	1
0	"5941_1"	0
0	"10983_4"	1
1	"2001_9"	1
1	"4347_8"	1
0	"6987_1"	0
1	"4577_10"	1
1	"1160_10"	1
0	"8215_2"	0
0	"462_2"	0
1	"299_10"	1
1	"7462_10"	1
0	"4423_2"	0
1	"7772_7"	1
0	"10997_1"	0
1	"5208_7"	1
0	"10929_1"	1
0	"1077_3"	1
0	"1279_3"	0
1	"4043_7"	1
1	"5089_9"	0
0	"5460_4"	0
0	"4390_2"	0
0	"2818_4"	1
1	"1085_7"	1
1	"3223_8"	0
0	"12112_2"	0
1	"1691_8"	0
0	"1074_4"	0
0	"4389_2"	0
0	"3064_1"	0
0	"8844_4"	0
1	"12161_7"	0
0	"2524_4"	0
0	"5790_1"	0
1	"10917_8"	1
0	"11033_1"	1
0	"11877_1"	0
1	"778_10"	1
0	"11884_4"	0
0	"6539_1"	0
0	"11157_3"	0
0	"8910_3"	0
1	"8955_8"	1
1	"2754_10"	1
1	"1157_10"	1
1	"8173_8"	0
1	"4512_9"	1
0	"6862_1"	0
1	"11022_9"	1
1	"6095_7"	0
1	"5717_9"	1
1	"7912_8"	1
1	"11225_10"	1
1	"254_8"	1
1	"5781_10"	1
1	"5363_9"	1
1	"4578_9"	1
0	"8097_4"	0
0	"10675_2"	0
1	"5171_10"	0
0	"2507_2"	0
1	"6251_7"	0
0	"1107_1"	1
0	"9757_4"	0
1	"3500_10"	1
1	"10367_8"	1
1	"7528_10"	1
1	"4129_10"	1
1	"1670_8"	1
0	"2486_3"	1
0	"6062_1"	0
1	"4242_9"	1
0	"10877_1"	0
0	"688_4"	1
0	"4970_3"	0
0	"2089_1"	0
1	"963_8"	1
1	"10094_7"	1
0	"7063_3"	0
1	"4689_10"	1
0	"6605_1"	0
0	"8864_1"	0
0	"8274_1"	0
1	"7075_10"	1
0	"7439_4"	0
1	"2321_9"	1
1	"4180_10"	1
1	"8226_8"	0
0	"1906_1"	0
1	"2695_10"	1
1	"9884_10"	1
0	"2149_4"	0
1	"12393_8"	1
1	"3_10"	1
0	"104_3"	0
1	"4427_10"	1
1	"3679_7"	1
0	"11671_2"	0
1	"1678_9"	1
1	"8650_10"	1
0	"9530_4"	0
0	"11434_2"	0
0	"9108_1"	0
0	"7363_4"	0
1	"5530_8"	1
0	"7753_1"	0
1	"3292_10"	1
1	"3225_10"	0
1	"9414_9"	1
1	"5339_8"	1
1	"6031_7"	1
1	"6088_10"	0
0	"5987_1"	0
0	"11519_1"	0
1	"11160_9"	1
1	"5324_10"	1
1	"8971_9"	0
0	"7008_2"	0
0	"3402_2"	0
0	"10263_4"	0
1	"8580_9"	1
0	"579_1"	0
0	"7817_1"	0
1	"3282_8"	1
1	"1926_10"	1
0	"12418_4"	1
0	"3038_4"	0
1	"6010_8"	1
0	"6799_3"	0
0	"5855_1"	0
1	"5475_8"	1
1	"4821_10"	1
0	"11085_4"	1
1	"9079_10"	1
1	"3041_7"	1
0	"3374_1"	0
1	"305_8"	1
0	"11106_1"	0
0	"1978_1"	0
0	"2390_1"	0
1	"11550_7"	1
1	"4098_10"	1
0	"606_4"	0
1	"10393_9"	1
0	"11565_4"	0
1	"12066_8"	1
1	"881_8"	1
1	"9151_10"	0
0	"87_4"	1
0	"10074_2"	0
0	"1233_1"	0
1	"193_7"	1
0	"4537_3"	0
0	"8243_1"	0
0	"10624_1"	0
0	"12137_1"	0
1	"1107_10"	1
0	"1595_1"	0
0	"1306_3"	0
0	"3171_3"	0
0	"4466_2"	0
1	"2313_10"	1
1	"12460_7"	1
1	"9255_10"	1
0	"3377_2"	0
1	"9033_9"	1
0	"7287_2"	0
0	"3968_1"	0
1	"12113_8"	1
0	"1435_4"	1
0	"3270_1"	1
1	"5600_8"	1
1	"3577_7"	0
1	"8259_9"	0
0	"11439_3"	0
1	"11161_8"	1
0	"8980_1"	0
0	"11352_1"	0
1	"2359_10"	0
1	"11940_7"	1
0	"3076_1"	0
0	"2208_4"	1
0	"2801_2"	0
0	"8589_4"	0
0	"5370_4"	0
0	"3110_1"	0
0	"12479_1"	0
1	"8519_10"	0
1	"10538_8"	1
0	"10006_4"	0
0	"1622_4"	1
1	"12456_10"	1
0	"10379_2"	0
1	"2260_10"	1
1	"8677_9"	1
0	"7416_3"	0
1	"11664_9"	1
1	"2871_10"	1
1	"10820_10"	1
0	"11623_2"	1
1	"11369_8"	0
1	"11794_7"	0
0	"9267_3"	0
0	"7710_4"	0
1	"10131_10"	1
0	"10290_1"	0
0	"6051_2"	0
1	"10709_10"	1
0	"9239_2"	0
0	"11961_1"	0
0	"3386_2"	0
0	"10409_2"	0
1	"12496_8"	0
0	"11721_1"	0
1	"1100_7"	1
1	"4539_9"	0
1	"4614_7"	1
1	"8752_9"	1
0	"9843_1"	0
1	"11144_8"	1
0	"3949_1"	0
0	"5725_3"	0
1	"8013_8"	1
1	"8607_9"	1
1	"3610_10"	0
0	"7999_1"	0
0	"990_1"	0
0	"11105_1"	0
1	"3006_9"	1
0	"9214_3"	0
1	"11252_9"	1
1	"11947_9"	1
0	"7801_1"	0
0	"1808_3"	0
1	"5666_10"	1
0	"9248_3"	1
0	"9129_4"	0
0	"229_1"	0
1	"9191_10"	0
0	"3821_4"	1
1	"7836_8"	1
1	"7065_7"	1
0	"11932_4"	0
1	"875_10"	1
1	"5621_10"	1
1	"3902_10"	1
1	"4378_9"	1
0	"11724_2"	0
0	"7578_4"	1
0	"8650_2"	0
0	"3398_3"	0
1	"5370_7"	1
0	"1132_4"	0
1	"8025_9"	1
0	"3482_1"	0
1	"6103_10"	1
1	"3693_8"	1
0	"4507_3"	0
0	"2348_3"	1
0	"334_4"	0
1	"6454_9"	1
1	"6685_10"	1
0	"10146_1"	0
1	"7667_7"	1
1	"9827_10"	1
1	"5199_7"	1
1	"12251_9"	1
0	"6688_3"	0
0	"2521_3"	0
0	"5142_3"	0
0	"9033_4"	1
0	"7988_1"	0
1	"10104_10"	1
1	"8870_8"	1
0	"11568_4"	1
0	"2686_1"	0
0	"9650_1"	0
0	"11974_4"	0
0	"1337_4"	0
0	"9424_2"	0
0	"6913_1"	0
0	"4604_3"	0
1	"4859_7"	1
1	"6278_7"	1
0	"10195_1"	0
1	"488_9"	1
1	"4303_10"	1
0	"4315_4"	0
1	"8930_9"	1
1	"10654_7"	1
1	"8475_10"	0
1	"3597_10"	1
1	"6869_8"	1
0	"4406_4"	0
0	"12426_1"	0
1	"3069_9"	1
0	"5517_3"	0
1	"11726_9"	1
1	"5162_9"	1
0	"3486_2"	0
1	"272_10"	1
1	"8553_7"	1
1	"8200_8"	1
1	"5769_9"	0
1	"9078_7"	0
1	"1837_10"	0
0	"11497_3"	0
0	"5490_1"	0
1	"4404_9"	1
0	"3241_2"	0
1	"7898_10"	0
0	"1063_3"	1
0	"10297_3"	0
1	"4882_9"	1
1	"9025_9"	1
1	"4953_8"	1
1	"9765_10"	1
1	"1441_9"	1
0	"6644_1"	0
0	"3247_3"	0
0	"10832_2"	0
1	"10031_10"	0
1	"2019_10"	1
1	"11389_7"	0
0	"4489_1"	0
0	"8121_3"	0
0	"10078_1"	0
1	"2371_8"	0
0	"3077_1"	0
1	"3654_10"	1
0	"1926_3"	0
0	"3217_4"	0
0	"9664_1"	0
1	"2687_10"	0
1	"4116_9"	1
